smile_A,mol_fraction_A,smile_B,mol_fraction_B
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.5,CCCCCCCCCCn1cc[n+](C)c1,0.5
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.75,CCCCCCCCCCn1cc[n+](C)c1,0.25
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,CCCCCCCCCCn1cc[n+](C)c1,0.0
CCCCCCCCC(O)CO,0.5,CCCCCCCCC(O)CO,0.5
CCCCCCCCC(O)CCO,0.5,CCCCCCCCC(O)CCO,0.5
CCCCCCCCCCCCC(O)CCO,0.5,CCCCCCCCCCCCC(O)CCO,0.5
CCCCCCCCOCCO,0.5,CCCCCCCCOCCO,0.5
CCCCCCCCOCCOCCOCCO,0.5,CCCCCCCCOCCOCCOCCO,0.5
CCCCCCCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCOCCOCCOCCOCCOCCO,0.5
CCCCCCCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCOCCOCCOCCOCCOCCOCCO,0.5
CCCCCCCCCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCOCCOCCOCCOCCO,0.5
CCCCCCCCCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCOCCOCCOCCOCCOCCO,0.5
CCCCCCCCCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCOCCOCCOCCOCCOCCOCCO,0.5
CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5
CCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5
CCCCCCCCCCCCOCCOCCO,0.5,CCCCCCCCCCCCOCCOCCO,0.5
CCCCCCCCCCCCOCCOCCOCCO,0.5,CCCCCCCCCCCCOCCOCCOCCO,0.5
CCCCCCCCCCCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCOCCOCCOCCOCCO,0.5
CCCCCCCCCCCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCOCCOCCOCCOCCOCCO,0.5
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,0.5
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5
CCCCCCCCCCCCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCCOCCOCCOCCOCCOCCO,0.5
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5
CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,0.5
CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5
CCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,0.5
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,0.5
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5
CCCCCCCCCCCC(=O)N(CCO)CCO,0.5,CCCCCCCCCCCC(=O)N(CCO)CCO,0.5
OCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.5,OCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.5
OCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.5,OCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.5
OCCOCCOCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.5,OCCOCCOCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.5
OCCOCCOCCOCCOCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.5,OCCOCCOCCOCCOCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.5
CCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,CCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,0.5,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,0.5
CC(C)(C)CC(C)(C)c1ccc(OCCOCCO)cc1,0.5,CC(C)(C)CC(C)(C)c1ccc(OCCOCCO)cc1,0.5
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCO)cc1,0.5,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCO)cc1,0.5
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCO)cc1,0.5,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCO)cc1,0.5
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCO)cc1,0.5,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCO)cc1,0.5
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCO)cc1,0.5,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCO)cc1,0.5
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCO)cc1,0.5,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCO)cc1,0.5
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCO)cc1,0.5,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCO)cc1,0.5
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,0.5,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,0.5
CCCCCCCCC=CCCCCCCCC(=O)OC1(OC2(CO)OC(CO)C(O)C2O)OC(CO)C(O)C(O)C1O,0.5,CCCCCCCCC=CCCCCCCCC(=O)OC1(OC2(CO)OC(CO)C(O)C2O)OC(CO)C(O)C(O)C1O,0.5
CCCCCCCCCC(=O)CC(=O)NC1CCOC1=O,0.5,CCCCCCCCCC(=O)CC(=O)NC1CCOC1=O,0.5
CCCCCC(=O)CC(=O)NC1CCOC1=O,0.5,CCCCCC(=O)CC(=O)NC1CCOC1=O,0.5
CCCCCCCCCCCC(=O)NC1CCOC1=O,0.5,CCCCCCCCCCCC(=O)NC1CCOC1=O,0.5
CCCCCCCCCCCCCCCC(=O)NC1CCOC1=O,0.5,CCCCCCCCCCCCCCCC(=O)NC1CCOC1=O,0.5
CCCCCCCCOCC(O)CO,0.5,CCCCCCCCOCC(O)CO,0.5
CCCCCCCCOC1OC(CO)C(O)C(O)C1O,0.5,CCCCCCCCOC1OC(CO)C(O)C(O)C1O,0.5
CCCCOCC(O)C(O)C(O)CO,0.5,CCCCOCC(O)C(O)C(O)CO,0.5
CCCCCCCCCC(=O)OCC(O)C(O)C(O)CO,0.5,CCCCCCCCCC(=O)OCC(O)C(O)C(O)CO,0.5
CCCCCCC(=O)OCC(O)C(O)C(O)CO,0.5,CCCCCCC(=O)OCC(O)C(O)C(O)CO,0.5
CCCCCCCOCC(O)C(O)C(O)CO,0.5,CCCCCCCOCC(O)C(O)C(O)CO,0.5
CCCCCC(=O)OCC(O)C(O)C(O)CO,0.5,CCCCCC(=O)OCC(O)C(O)C(O)CO,0.5
CCCCCCOCC(O)C(O)C(O)CO,0.5,CCCCCCOCC(O)C(O)C(O)CO,0.5
CCCCCCCCC(=O)OCC(O)C(O)C(O)CO,0.5,CCCCCCCCC(=O)OCC(O)C(O)C(O)CO,0.5
CCCCCCCCCOCC(O)C(O)C(O)CO,0.5,CCCCCCCCCOCC(O)C(O)C(O)CO,0.5
CCCCCCCC(=O)OCC(O)C(O)C(O)CO,0.5,CCCCCCCC(=O)OCC(O)C(O)C(O)CO,0.5
CCCCCCCCOCC(O)C(O)C(O)CO,0.5,CCCCCCCCOCC(O)C(O)C(O)CO,0.5
CCCCC(=O)OCC(O)C(O)C(O)CO,0.5,CCCCC(=O)OCC(O)C(O)C(O)CO,0.5
CCCCCOCC(O)C(O)C(O)CO,0.5,CCCCCOCC(O)C(O)C(O)CO,0.5
CCCCSCC(O)C(O)C(O)CO,0.5,CCCCSCC(O)C(O)C(O)CO,0.5
CCCCCSCC(O)C(O)C(O)CO,0.5,CCCCCSCC(O)C(O)C(O)CO,0.5
CCCCCC(CCCC)OC1OC(CO)C(O)C(O)C1O,0.5,CCCCCC(CCCC)OC1OC(CO)C(O)C(O)C1O,0.5
CCCCCCCC(CC)OC1OC(CO)C(O)C(O)C1O,0.5,CCCCCCCC(CC)OC1OC(CO)C(O)C(O)C1O,0.5
CCCCCCCCC(C)OC1OC(CO)C(O)C(O)C1O,0.5,CCCCCCCCC(C)OC1OC(CO)C(O)C(O)C1O,0.5
CCCCCCC(CCC)OC1OC(CO)C(O)C(O)C1O,0.5,CCCCCCC(CCC)OC1OC(CO)C(O)C(O)C1O,0.5
CCCCCCCCCCCC(=O)OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,0.5,CCCCCCCCCCCC(=O)OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,0.5
CCCCCCCC(CCCCCC)SCCC(=O)OCC1(O)C(O)C(O)C(O)C1O,0.5,CCCCCCCC(CCCCCC)SCCC(=O)OCC1(O)C(O)C(O)C(O)C1O,0.5
CCCCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,0.5,CCCCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,0.5
CCCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,0.5,CCCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,0.5
CCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,0.5,CCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,0.5
CCCCCCCCCCCC(=O)OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,0.5,CCCCCCCCCCCC(=O)OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,0.5
CCCCCCCCCCCC(=O)OCC1OC(OCC2OC(OCC3OC(OC4(CO)OC(CO)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,0.5,CCCCCCCCCCCC(=O)OCC1OC(OCC2OC(OCC3OC(OC4(CO)OC(CO)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,0.5
CCCCCCCCCCCC(=O)OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,0.5,CCCCCCCCCCCC(=O)OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,0.5
CCCCCCCCCCSCC(O)C(O)C(O)CO,0.5,CCCCCCCCCCSCC(O)C(O)C(O)CO,0.5
CCCCCCCCCCSC1OC(=O)C(O)C1O,0.5,CCCCCCCCCCSC1OC(=O)C(O)C1O,0.5
CCCCCCSCC(O)C(O)C(O)CO,0.5,CCCCCCSCC(O)C(O)C(O)CO,0.5
CCCCCCSC1OC(=O)C(O)C1O,0.5,CCCCCCSC1OC(=O)C(O)C1O,0.5
CCCCCCCCSCC(O)C(O)C(O)CO,0.5,CCCCCCCCSCC(O)C(O)C(O)CO,0.5
CCCCCCCCSC1OC(=O)C(O)C1O,0.5,CCCCCCCCSC1OC(=O)C(O)C1O,0.5
CCCCCCCC(=O)NC1C(O)OC(CO)C(O)C1O,0.5,CCCCCCCC(=O)NC1C(O)OC(CO)C(O)C1O,0.5
CCCCCCCC(=O)NC1OC(CO)C(O)C(O)C1O,0.5,CCCCCCCC(=O)NC1OC(CO)C(O)C(O)C1O,0.5
CC(C)CCCC(C)CCOC1OC(CO)C(O)C(O)C1O,0.5,CC(C)CCCC(C)CCOC1OC(CO)C(O)C(O)C1O,0.5
CC(C)CCCC(C)CCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,0.5,CC(C)CCCC(C)CCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,0.5
CC(C)CCCC(C)CCOC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O,0.5,CC(C)CCCC(C)CCOC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O,0.5
CCCCCCCCCOC1OC(CO)C(O)C(O)C1N,0.5,CCCCCCCCCOC1OC(CO)C(O)C(O)C1N,0.5
CCCCCCCCOC1OC(CO)C(O)C(O)C1N,0.5,CCCCCCCCOC1OC(CO)C(O)C(O)C1N,0.5
CCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,0.5,CCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,0.5
CCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,CCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5
CCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,0.5,CCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,0.5
CCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,CCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5
CCCCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,CCCCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5
CCCCCCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,CCCCCCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5
CCCCCCCCC=CCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,0.5,CCCCCCCCC=CCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,0.5
CCCCCCCCC=CCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,CCCCCCCCC=CCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5
CCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,0.5,CCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,0.5
CCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,CCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5
CCCCCCCCCCCC(=O)N(C)CC(O)CO,0.5,CCCCCCCCCCCC(=O)N(C)CC(O)CO,0.5
CCCCCCCCCCCC(=O)N(C)CC(O)C(O)C(O)CO,0.5,CCCCCCCCCCCC(=O)N(C)CC(O)C(O)C(O)CO,0.5
CCCCCCCCCCOC1OC(CO)C(O)C(O)C1O,0.5,CCCCCCCCCCOC1OC(CO)C(O)C(O)C1O,0.5
CCCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,0.5,CCCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,0.5
CCCCCCCCCCCCOC1OC(CO)C(O)C(O)C1O,0.5,CCCCCCCCCCCCOC1OC(CO)C(O)C(O)C1O,0.5
CCCCCCCCC=CCCCCCCCC(=O)NCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,0.5,CCCCCCCCC=CCCCCCCCC(=O)NCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,0.5
CCCCCCCCC=CCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,0.5,CCCCCCCCC=CCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,0.5
CCCCCCCCC=CCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O,0.5,CCCCCCCCC=CCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O,0.5
CCCCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,CCCCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5
CCCCCCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,CCCCCCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5
CCCCCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,0.5,CCCCCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,0.5
CCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,CCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5
CCCCCCCCCC(=O)N(C)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,CCCCCCCCCC(=O)N(C)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5
CCCCCCCCCCCC(=O)N(C)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,CCCCCCCCCCCC(=O)N(C)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5
CCCCCCCCCCCCCC(=O)N(C)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5,CCCCCCCCCCCCCC(=O)N(C)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.5
CCCCCCCCCOC1OC(CO)C(O)C(O)C1O,0.5,CCCCCCCCCOC1OC(CO)C(O)C(O)C1O,0.5
CCCCCCCCSC1OC(CO)C(O)C(O)C1O,0.5,CCCCCCCCSC1OC(CO)C(O)C(O)C1O,0.5
CCCCCCOCCOCCOCCO,0.5,CCCCCCOCCOCCOCCO,0.5
CCCCCCCCCCOCCOCCOCCO,0.5,CCCCCCCCCCOCCOCCOCCO,0.5
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,0.5
CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5
CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5
CCCCCCCC[N+](C)(C)C,0.5,CCCCCCCC[N+](C)(C)C,0.5
CCCCCCCCCC[N+](C)(C)C,0.5,CCCCCCCCCC[N+](C)(C)C,0.5
CCCCCCCCCC[N+](C)(C)C,0.5,CCCCCCCCCC[N+](C)(C)C,0.5
CCCCCCCCCCCC[N+](C)(C)C,0.5,CCCCCCCCCCCC[N+](C)(C)C,0.5
CCCCCCCCCCCC[N+](C)(C)C,0.5,CCCCCCCCCCCC[N+](C)(C)C,0.5
CCCCCCCCCCCCCC[N+](C)(C)C,0.5,CCCCCCCCCCCCCC[N+](C)(C)C,0.5
CCCCCCCCCCCCCC[N+](C)(C)C,0.5,CCCCCCCCCCCCCC[N+](C)(C)C,0.5
CCCCCCCCCCCCCCCC[N+](C)(C)C,0.5,CCCCCCCCCCCCCCCC[N+](C)(C)C,0.5
CCCCCCCCCC[n+]1ccccc1,0.5,CCCCCCCCCC[n+]1ccccc1,0.5
CCCCCCCCCCC[n+]1ccccc1,0.5,CCCCCCCCCCC[n+]1ccccc1,0.5
CCCCCCCCCCCC[n+]1ccccc1,0.5,CCCCCCCCCCCC[n+]1ccccc1,0.5
CCCCCCCCCCCC[n+]1ccccc1,0.5,CCCCCCCCCCCC[n+]1ccccc1,0.5
CCCCCCCCCCCC[n+]1ccccc1,0.5,CCCCCCCCCCCC[n+]1ccccc1,0.5
CCCCCCCCCCCCC[n+]1ccccc1,0.5,CCCCCCCCCCCCC[n+]1ccccc1,0.5
CCCCCCCCCCCCCC[n+]1ccccc1,0.5,CCCCCCCCCCCCCC[n+]1ccccc1,0.5
CCCCCCCCCCCCCC[n+]1ccccc1,0.5,CCCCCCCCCCCCCC[n+]1ccccc1,0.5
CCCCCCCCCCCCCCC[n+]1ccccc1,0.5,CCCCCCCCCCCCCCC[n+]1ccccc1,0.5
CCCCCCCCCCCCCCCC[n+]1ccccc1,0.5,CCCCCCCCCCCCCCCC[n+]1ccccc1,0.5
CCCCCCCCCCCCCCCC[n+]1ccccc1,0.5,CCCCCCCCCCCCCCCC[n+]1ccccc1,0.5
CCCCCCCCCCCCCCCCCC[n+]1ccccc1,0.5,CCCCCCCCCCCCCCCCCC[n+]1ccccc1,0.5
CCCCCCCCCCCC[N+](C)(C)CC,0.5,CCCCCCCCCCCC[N+](C)(C)CC,0.5
CCCCCCCCCCCC[N+](C)(C)CCCC,0.5,CCCCCCCCCCCC[N+](C)(C)CCCC,0.5
CCCCCCCCCCCC[N+](C)(C)CCCCCC,0.5,CCCCCCCCCCCC[N+](C)(C)CCCCCC,0.5
CCCCCCCCCCCC[N+](C)(C)CCCCCCCC,0.5,CCCCCCCCCCCC[N+](C)(C)CCCCCCCC,0.5
CCCCCCCCCCCCCC[N+](CC)(CC)CC,0.5,CCCCCCCCCCCCCC[N+](CC)(CC)CC,0.5
CCCCCCCCCCCCCC[N+](CCC)(CCC)CCC,0.5,CCCCCCCCCCCCCC[N+](CCC)(CCC)CCC,0.5
CCCCCCCCCCCCCC[N+](CCCC)(CCCC)CCCC,0.5,CCCCCCCCCCCCCC[N+](CCCC)(CCCC)CCCC,0.5
CCCCCCCCCC[N+](C)(C)Cc1ccccc1,0.5,CCCCCCCCCC[N+](C)(C)Cc1ccccc1,0.5
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0.5,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0.5
CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0.5,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0.5
CCCCCCCCCCCC[NH2+]CCO,0.5,CCCCCCCCCCCC[NH2+]CCO,0.5
CCCCCCCCCCCC[NH+]CCO,0.5,CCCCCCCCCCCC[NH+]CCO,0.5
CCCCCCCCCCCC[N+]CCO,0.5,CCCCCCCCCCCC[N+]CCO,0.5
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,0.5,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,0.5
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC,0.5,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC,0.5
CCCCCCCCCCCCCCCC(=O)NC(C(=O)[O-])C(C)C,0.5,CCCCCCCCCCCCCCCC(=O)NC(C(=O)[O-])C(C)C,0.5
CCCCCCCCCCCCCCCC(=O)NC(CC(C)C)C(=O)[O-],0.5,CCCCCCCCCCCCCCCC(=O)NC(CC(C)C)C(=O)[O-],0.5
CCCCCCCCCCS(=O)(=O)[O-],0.5,CCCCCCCCCCS(=O)(=O)[O-],0.5
CCCCCCCCCCCCS(=O)(=O)[O-],0.5,CCCCCCCCCCCCS(=O)(=O)[O-],0.5
CCCCCCCCCCCCS(=O)(=O)[O-],0.5,CCCCCCCCCCCCS(=O)(=O)[O-],0.5
CCCCCCCCCCCCS(=O)(=O)[O-],0.5,CCCCCCCCCCCCS(=O)(=O)[O-],0.5
CCCCCCCCCCCCS(=O)(=O)[O-],0.5,CCCCCCCCCCCCS(=O)(=O)[O-],0.5
CCCCCCCCCCCCOS(=O)(=O)[O-],0.5,CCCCCCCCCCCCOS(=O)(=O)[O-],0.5
CCCCCCCCCCCCOS(=O)(=O)[O-],0.5,CCCCCCCCCCCCOS(=O)(=O)[O-],0.5
CCCCCCCCCCCCCCOS(=O)(=O)[O-],0.5,CCCCCCCCCCCCCCOS(=O)(=O)[O-],0.5
CCCCCCCCCCOCCS(=O)(=O)[O-],0.5,CCCCCCCCCCOCCS(=O)(=O)[O-],0.5
CCCCCCCCCCCCOCCOS(=O)(=O)[O-],0.5,CCCCCCCCCCCCOCCOS(=O)(=O)[O-],0.5
CCCCCCCCCCCCOCCOCCOS(=O)(=O)[O-],0.5,CCCCCCCCCCCCOCCOCCOS(=O)(=O)[O-],0.5
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOS(=O)(=O)[O-],0.5,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOS(=O)(=O)[O-],0.5
CCCCCCCCC(CCCCCC)COCCOCCOCCOCCOCCOS(=O)(=O)[O-],0.5,CCCCCCCCC(CCCCCC)COCCOCCOCCOCCOCCOS(=O)(=O)[O-],0.5
